NW_022145596.1,15402120,15402188
NW_022145605.1,1747426,1747476
NW_022145522.1,406647,406697
NW_022145605.1,1748667,1748718
NW_022145522.1,405488,405539
NW_022145605.1,1725940,1725990
NW_022145522.1,428123,428173
NW_022145614.1,25171326,25171380
NW_022145614.1,25164386,25164495
NW_022145614.1,25172486,25172589
NW_022145614.1,25165341,25165390
NW_022145614.1,25167916,25167974
NW_022145614.1,25164960,25165009
NW_022145614.1,25165287,25165335
NW_022145614.1,25166283,25166354
NW_022145614.1,25171637,25171752
NW_022145614.1,25165230,25165279
NW_022145614.1,25191398,25191449
NW_022145614.1,25181942,25181998
NW_022145614.1,25192617,25192665
NW_022145614.1,25172633,25172682
NW_022145614.1,25187596,25187645
NW_022145614.1,25199697,25199749
NW_022145614.1,25201937,25202000
NW_022145614.1,25193580,25193649
NW_022145614.1,25204915,25205006
NW_022145614.1,25177915,25177979
NW_022145614.1,25182067,25182127
NW_022145614.1,25193956,25194058
NW_022145614.1,25178149,25178265
NW_022145614.1,25199697,25199749
NW_022145614.1,25180546,25180677
NW_022145614.1,25177450,25177701
NW_022145614.1,25193839,25193931
NW_022145614.1,25194100,25194175
NW_022145614.1,25197240,25197430
NW_022145614.1,25200594,25200696
NW_022145614.1,25172486,25172589
NW_022145614.1,25187277,25187332
NW_022145614.1,25176686,25176778
NW_022145614.1,25171326,25171380
NW_022145614.1,25191718,25191781
NW_022145614.1,25180249,25180298
NW_022145614.1,25201834,25201933
NW_022145614.1,25204593,25204718
NW_022145614.1,25188503,25188571
NW_022145614.1,25171637,25171752
NW_022145614.1,25175324,25175430
NW_022145614.1,25193395,25193445
NW_022145614.1,25196019,25196100
NW_022145614.1,25170360,25170434
NW_022145614.1,25193505,25193577
NW_022145614.1,25177747,25177826
NW_022145614.1,25221687,25221754
NW_022145614.1,25220513,25220601
NW_022145614.1,25230870,25230922
NW_022145614.1,25230952,25231038
NW_022145614.1,25230642,25230720
NW_022145614.1,25209571,25209619
NW_022145612.1,53255625,53255682
